"Año","Pais","SEXO","problema","situ_eco","satisfaccion","confianza_ffa","confianza_polis","confianza_iglesia","confianza_congreso","confianza_gob","confianza_pj","confianza_partidos","confianza_orga_elector","confianza_presi","izq_der","democracia_mejor","autoritario_problemas","control_medios","gob_militar","interes","Educacion"
2020,"Colombia",1,34,3,3,4,4,3,4,4,4,4,3,4,5,2,2,4,1,4,5
2020,"Colombia",1,34,5,4,3,4,2,4,4,4,4,4,4,3,2,2,3,2,4,4
2020,"Colombia",1,34,5,3,3,4,3,4,4,4,4,3,4,4,3,3,3,2,3,4
2020,"Colombia",2,5,3,3,3,3,1,2,2,2,3,2,2,0,2,3,1,1,NA,5
2020,"Colombia",1,5,3,3,2,4,3,2,3,2,2,2,3,5,1,2,4,2,3,5
2020,"Colombia",2,5,4,2,1,2,3,4,2,3,4,2,3,5,2,2,3,NA,3,5
2020,"Colombia",2,5,3,3,4,3,1,3,3,3,4,NA,2,4,4,NA,2,2,3,1
2020,"Colombia",2,3,4,3,2,2,2,3,3,2,4,1,3,4,2,3,3,2,3,4
2020,"Colombia",2,96,3,2,2,3,1,3,3,2,3,2,4,5,2,3,2,2,3,5
2020,"Colombia",1,45,2,3,2,3,1,2,3,3,3,2,2,4,2,3,1,2,4,5
2020,"Colombia",1,34,3,3,2,3,4,4,3,2,3,2,3,4,2,2,4,2,3,7
2020,"Colombia",2,9,5,4,3,3,3,4,4,3,3,4,4,0,3,2,4,2,4,5
2020,"Colombia",1,24,2,2,2,2,1,3,3,2,4,2,2,1,2,2,2,2,3,4
2020,"Colombia",2,27,4,3,NA,3,1,3,2,3,NA,1,1,2,NA,1,2,1,3,4
2020,"Colombia",1,5,3,1,2,1,1,2,2,2,3,2,1,5,1,2,3,2,2,5
2020,"Colombia",2,24,4,4,4,4,1,3,2,2,4,2,3,0,2,2,3,2,3,3
2020,"Colombia",2,30,4,3,4,4,1,4,2,3,4,1,3,8,4,1,2,2,3,4
2020,"Colombia",2,45,4,3,2,2,1,3,3,3,3,3,3,3,3,3,3,1,2,5
2020,"Colombia",1,45,3,1,2,2,2,3,2,2,3,2,2,10,3,3,3,2,2,4
2020,"Colombia",2,34,2,1,1,1,1,1,1,1,1,1,1,10,1,4,3,2,1,2
2020,"Colombia",1,13,2,2,1,4,1,3,1,4,4,4,1,4,1,2,3,1,4,0
2020,"Colombia",1,9,5,1,3,4,3,4,4,3,4,2,4,1,3,2,4,1,3,5
2020,"Colombia",2,NA,3,4,3,3,2,3,4,4,4,3,3,4,2,3,2,2,2,5
2020,"Colombia",2,96,3,3,2,2,2,3,2,2,2,2,2,4,2,3,2,1,4,4
2020,"Colombia",2,96,3,3,3,3,1,1,1,3,4,1,1,5,1,3,3,2,3,5
2020,"Colombia",1,34,5,4,3,3,2,4,4,3,3,3,3,4,1,2,4,2,1,5
2020,"Colombia",1,36,3,3,4,4,3,4,4,3,3,1,3,0,3,3,3,2,3,4
2020,"Colombia",1,34,5,4,2,2,4,4,4,4,4,4,4,0,2,3,4,1,1,5
2020,"Colombia",2,24,3,4,3,3,1,3,3,3,3,3,4,1,3,1,2,2,4,3
2020,"Colombia",1,13,5,3,3,3,2,3,4,4,2,3,4,5,3,1,3,2,1,4
2020,"Colombia",2,9,3,3,2,2,2,3,2,3,4,2,3,97,2,2,3,2,3,5
2020,"Colombia",2,34,3,2,2,3,1,2,3,3,2,3,4,5,3,2,4,1,3,6
2020,"Colombia",1,96,4,4,3,3,2,4,4,3,4,4,4,3,2,4,4,2,1,6
2020,"Colombia",1,34,3,3,2,2,2,3,2,2,3,2,2,6,1,4,3,2,1,7
2020,"Colombia",2,34,5,4,4,4,3,4,4,4,4,4,4,5,2,4,4,2,1,7
2020,"Colombia",2,11,3,4,2,4,4,4,4,3,3,3,3,97,2,2,3,2,4,5
2020,"Colombia",1,96,3,2,2,2,2,3,3,3,4,1,3,4,2,4,3,2,2,7
2020,"Colombia",2,34,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,5
2020,"Colombia",1,9,3,3,4,4,1,4,4,4,3,3,4,5,2,1,3,1,3,5
2020,"Colombia",1,4,1,3,2,2,1,2,2,2,2,2,2,5,2,3,4,2,3,5
2020,"Colombia",2,25,4,4,2,3,2,4,4,2,4,2,4,0,4,2,4,2,4,5
2020,"Colombia",1,5,4,3,3,3,2,3,3,2,4,2,3,0,2,2,3,1,4,4
2020,"Colombia",2,24,3,2,2,2,1,NA,NA,NA,NA,2,2,7,1,3,3,2,4,7
2020,"Colombia",1,5,4,4,1,4,1,3,4,3,3,2,4,0,3,3,3,1,4,4
2020,"Colombia",2,3,3,3,2,2,3,3,3,4,3,3,3,5,2,2,4,2,2,7
2020,"Colombia",2,35,2,3,3,2,3,4,4,4,4,3,3,97,2,NA,4,2,4,4
2020,"Colombia",2,9,3,4,1,2,1,4,4,4,4,3,3,5,3,2,3,1,3,4
2020,"Colombia",1,24,3,3,4,4,2,4,4,4,4,1,4,2,3,3,3,2,4,5
2020,"Colombia",1,35,5,4,4,4,4,4,4,4,3,4,4,3,3,4,4,2,1,5
2020,"Colombia",1,24,3,3,2,3,4,3,2,2,3,4,3,6,3,2,3,2,2,6
2020,"Colombia",2,34,5,4,4,4,4,4,4,4,4,4,4,0,3,4,4,2,2,7
2020,"Colombia",1,34,5,4,1,3,2,4,4,3,4,3,4,1,2,2,4,2,3,5
2020,"Colombia",2,96,2,1,2,2,1,NA,2,2,2,2,2,3,2,3,2,2,4,4
2020,"Colombia",1,13,2,3,3,2,1,2,1,3,3,1,1,8,2,3,1,2,2,5
2020,"Colombia",2,24,3,2,4,4,2,4,3,2,4,3,1,9,1,4,3,1,1,1
2020,"Colombia",1,23,3,3,1,4,1,3,1,4,3,4,1,10,2,2,2,2,4,3
2020,"Colombia",2,3,5,4,3,3,4,3,4,3,3,2,4,5,1,3,3,NA,2,4
2020,"Colombia",2,35,4,4,2,1,1,3,4,4,4,3,4,5,3,3,2,2,4,6
2020,"Colombia",1,34,2,3,2,2,2,3,3,3,3,1,3,5,2,2,3,2,2,5
2020,"Colombia",1,96,3,3,1,1,1,3,2,3,4,3,2,7,1,4,4,2,1,7
2020,"Colombia",2,35,3,4,2,2,2,3,4,3,4,2,4,6,1,3,1,2,2,6
2020,"Colombia",2,30,3,3,4,4,2,2,3,3,3,3,2,6,1,1,4,1,3,5
2020,"Colombia",1,11,5,3,4,4,3,4,4,4,3,4,4,0,2,1,4,2,1,5
2020,"Colombia",2,11,3,3,2,2,2,3,3,3,4,3,2,4,2,3,3,2,3,4
2020,"Colombia",2,34,4,4,3,4,4,4,4,4,4,4,4,0,3,2,3,1,1,7
2020,"Colombia",1,34,3,2,2,2,4,3,2,3,3,2,4,5,1,2,3,1,2,5
2020,"Colombia",2,34,5,4,3,4,4,4,4,4,4,2,4,2,2,1,4,2,3,7
2020,"Colombia",1,34,3,4,2,3,3,4,4,4,4,4,4,5,2,4,3,2,2,7
2020,"Colombia",1,34,4,3,2,3,2,4,4,3,4,3,3,5,1,1,3,2,3,5
2020,"Colombia",2,34,4,4,1,2,2,4,4,2,4,2,4,5,2,3,3,1,3,7
2020,"Colombia",2,24,2,2,3,4,4,4,2,2,4,2,2,2,3,1,1,2,3,5
2020,"Colombia",2,35,5,4,4,4,4,4,4,4,4,4,4,7,1,3,4,2,4,5
2020,"Colombia",1,5,3,3,2,3,2,3,3,3,3,3,4,5,2,3,3,2,2,5
2020,"Colombia",2,34,5,4,4,4,2,3,4,3,4,2,4,5,2,4,4,2,2,7
2020,"Colombia",1,9,4,3,1,3,4,4,4,3,4,3,4,0,2,3,3,1,4,5
2020,"Colombia",1,42,3,4,2,3,1,4,2,3,3,2,1,9,2,3,3,2,2,6
2020,"Colombia",2,35,4,4,3,3,3,3,3,3,3,2,3,10,4,4,4,2,2,7
2020,"Colombia",2,11,5,3,3,3,2,4,4,4,4,4,4,6,3,4,4,2,4,6
2020,"Colombia",1,34,5,3,3,3,2,3,4,2,2,3,4,6,1,4,4,2,2,5
2020,"Colombia",1,34,4,4,3,3,4,4,4,2,4,3,4,5,2,3,3,NA,3,5
2020,"Colombia",1,34,4,3,3,3,3,3,3,3,3,3,4,4,2,2,4,2,1,7
2020,"Colombia",1,5,3,2,1,1,1,4,1,2,3,2,1,10,2,3,2,2,3,2
2020,"Colombia",2,25,3,3,4,4,1,4,4,4,4,4,4,5,2,2,2,2,4,7
2020,"Colombia",2,34,3,2,1,2,2,3,1,3,4,2,1,7,1,1,4,2,2,7
2020,"Colombia",2,34,4,3,2,3,2,4,4,4,4,3,3,4,2,4,4,2,1,5
2020,"Colombia",2,11,4,3,2,2,2,3,3,3,4,2,3,7,2,3,4,NA,3,7
2020,"Colombia",2,34,3,4,3,4,2,3,3,4,3,2,3,4,1,4,3,2,2,6
2020,"Colombia",1,34,3,4,2,3,4,2,4,2,3,3,4,5,2,2,4,2,3,7
2020,"Colombia",1,96,4,4,2,3,4,3,3,3,2,2,3,3,2,3,4,2,2,5
2020,"Colombia",2,24,3,3,3,3,3,3,3,4,4,3,4,5,2,3,4,2,3,7
2020,"Colombia",1,11,3,2,1,2,4,3,2,3,3,2,2,7,1,3,3,1,2,7
2020,"Colombia",2,28,3,4,3,3,1,4,4,4,4,4,4,5,3,2,2,2,2,5
2020,"Colombia",1,3,4,2,1,1,4,3,2,2,4,1,1,5,1,3,2,1,1,4
2020,"Colombia",2,5,3,3,3,4,1,4,4,4,4,4,4,2,3,1,1,1,4,4
2020,"Colombia",2,34,4,4,2,2,1,4,4,4,4,3,3,5,3,2,2,2,3,5
2020,"Colombia",1,4,5,3,2,4,4,4,4,4,4,4,4,3,3,2,4,1,4,5
2020,"Colombia",2,5,5,4,4,4,4,4,4,4,4,4,4,0,4,2,4,2,4,4
2020,"Colombia",2,9,4,4,3,4,3,3,3,3,3,3,3,1,3,3,2,2,4,5
2020,"Colombia",1,35,3,4,2,2,3,4,3,4,4,3,4,97,3,2,4,2,2,6
2020,"Colombia",1,23,3,3,2,3,2,3,3,2,3,2,2,5,2,3,3,1,2,5
2020,"Colombia",2,5,4,3,2,3,3,4,4,4,4,2,4,5,3,2,4,2,4,4
2020,"Colombia",1,4,4,4,3,3,4,3,3,4,4,4,4,5,2,3,4,1,2,7
2020,"Colombia",1,24,3,3,2,2,2,3,3,3,3,3,3,5,2,3,2,2,3,6
2020,"Colombia",2,9,3,3,4,2,1,3,4,4,4,2,4,97,3,3,3,1,4,5
2020,"Colombia",1,5,3,3,4,4,2,4,3,4,4,3,3,3,3,1,4,2,4,5
2020,"Colombia",2,3,5,4,2,3,2,3,3,3,3,2,3,3,2,1,3,2,2,7
2020,"Colombia",2,34,5,3,4,4,4,4,4,4,4,4,4,5,2,2,4,2,2,7
2020,"Colombia",2,34,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,2,2,4
2020,"Colombia",2,9,5,4,3,3,3,3,3,3,4,2,4,8,2,1,4,2,4,6
2020,"Colombia",1,34,4,4,2,3,4,4,4,4,4,4,4,5,2,2,3,2,3,7
2020,"Colombia",2,11,3,2,1,2,1,3,2,4,3,2,2,6,1,4,4,2,1,7
2020,"Colombia",1,96,4,4,3,4,3,4,4,4,4,3,4,2,2,1,4,2,2,6
2020,"Colombia",1,34,2,4,2,3,4,4,3,2,4,2,3,3,2,2,3,2,4,4
2020,"Colombia",1,34,3,3,2,3,2,2,2,2,3,2,3,3,2,3,4,2,4,6
2020,"Colombia",1,9,3,3,1,3,3,3,4,3,3,2,4,5,1,2,4,2,3,5
2020,"Colombia",2,34,3,3,2,3,4,4,4,4,4,3,2,7,3,2,3,1,2,7
2020,"Colombia",1,35,4,3,3,4,3,3,4,2,2,3,4,3,3,2,4,2,1,7
2020,"Colombia",2,9,4,3,2,2,2,4,4,3,3,4,4,4,2,4,4,2,1,7
2020,"Colombia",2,3,4,4,2,3,4,4,4,3,4,2,4,5,3,2,4,2,2,6
2020,"Colombia",2,34,4,4,2,4,NA,3,3,2,2,3,4,97,NA,NA,4,NA,1,5
2020,"Colombia",1,34,3,2,1,1,3,3,2,1,3,2,3,7,2,3,4,2,2,7
2020,"Colombia",1,34,3,3,2,2,3,3,3,3,2,2,3,5,2,3,3,2,2,6
2020,"Colombia",1,34,5,3,3,4,2,3,3,4,3,3,3,5,2,3,3,2,3,5
2020,"Colombia",2,3,4,3,3,3,4,3,3,3,3,3,4,2,2,3,4,2,1,7
2020,"Colombia",1,34,4,4,3,3,3,3,4,2,3,4,4,3,2,4,4,2,2,7
2020,"Colombia",1,34,4,4,3,4,3,4,4,4,4,4,4,5,2,1,4,2,1,7
2020,"Colombia",2,11,3,2,2,2,3,3,3,2,3,2,3,5,1,3,4,2,3,7
2020,"Colombia",2,34,5,4,2,4,4,4,4,4,4,4,4,5,3,2,3,1,1,7
2020,"Colombia",1,34,3,3,2,3,3,4,3,2,3,4,3,5,2,2,2,2,1,7
2020,"Colombia",2,13,3,3,3,4,3,3,3,3,3,3,3,5,2,3,3,2,4,7
2020,"Colombia",1,35,3,3,2,3,4,4,3,2,3,2,3,6,2,2,3,2,2,7
2020,"Colombia",2,96,4,3,1,2,2,3,3,3,3,2,3,3,3,3,2,2,2,7
2020,"Colombia",2,24,4,3,2,2,2,3,3,3,4,3,3,5,3,3,3,1,3,7
2020,"Colombia",1,96,2,2,2,2,2,3,2,2,3,1,1,8,2,2,3,2,1,7
2020,"Colombia",1,9,3,2,1,2,2,4,2,4,4,2,1,7,1,4,4,2,3,7
2020,"Colombia",1,25,3,3,2,3,3,3,3,2,4,2,4,7,2,4,4,2,1,7
2020,"Colombia",2,23,3,1,1,2,4,4,1,3,4,2,1,10,1,4,3,2,2,7
2020,"Colombia",2,24,2,2,1,1,1,2,1,2,2,1,1,7,2,4,2,2,2,7
2020,"Colombia",2,34,4,3,2,2,2,3,2,3,3,1,2,6,2,3,4,2,2,7
2020,"Colombia",1,4,3,3,2,3,2,3,2,2,4,1,2,4,2,3,3,2,1,7
2020,"Colombia",2,96,3,2,2,2,2,3,2,3,3,2,2,5,2,3,3,2,2,5
2020,"Colombia",2,34,4,4,2,3,1,4,4,3,4,3,3,5,3,3,3,2,3,7
2020,"Colombia",2,34,4,3,1,3,2,3,3,3,3,2,3,6,2,3,4,2,3,7
2020,"Colombia",1,3,3,2,1,2,2,2,2,2,2,1,2,5,1,1,4,2,1,7
2020,"Colombia",1,4,4,4,3,3,2,4,4,4,4,2,4,3,1,3,4,1,2,7
2020,"Colombia",2,34,3,4,2,3,2,4,3,4,4,3,2,7,2,3,3,2,3,7
2020,"Colombia",1,35,2,2,2,2,2,4,2,2,4,2,2,8,1,4,1,2,2,7
2020,"Colombia",2,34,4,2,2,2,2,4,1,4,4,4,1,6,1,3,3,2,1,7
2020,"Colombia",1,96,4,3,4,4,4,4,4,2,2,3,4,3,1,4,4,2,2,7
2020,"Colombia",2,96,3,2,2,2,2,3,2,3,3,2,2,7,2,4,4,2,2,7
2020,"Colombia",2,44,2,2,1,2,1,3,3,4,3,2,3,10,2,2,3,1,3,5
2020,"Colombia",2,13,3,3,3,3,3,3,3,3,3,3,3,5,1,4,3,1,1,6
2020,"Colombia",1,5,3,4,1,4,3,2,3,2,4,2,2,5,3,1,2,2,2,4
2020,"Colombia",2,5,2,1,1,1,1,3,1,1,3,1,1,8,2,3,3,2,1,5
2020,"Colombia",1,5,3,3,1,3,3,3,3,4,4,3,3,8,2,3,3,1,4,3
2020,"Colombia",1,13,2,4,3,3,1,3,3,3,3,3,3,5,2,2,2,1,2,6
2020,"Colombia",1,24,3,2,2,2,1,3,2,2,4,2,2,6,2,3,3,2,3,5
2020,"Colombia",2,NA,4,3,4,4,1,1,1,3,3,1,3,10,1,1,1,2,4,3
2020,"Colombia",2,5,5,4,4,4,3,3,3,3,3,3,3,0,4,4,3,2,3,2
2020,"Colombia",2,42,2,2,1,3,1,3,2,3,4,1,1,4,1,2,1,1,2,2
2020,"Colombia",2,24,3,2,3,3,2,2,2,2,3,2,2,1,3,3,2,2,3,5
2020,"Colombia",2,11,3,3,2,3,3,4,2,2,3,1,2,3,3,4,3,2,2,5
2020,"Colombia",1,9,5,4,2,4,1,4,4,4,3,2,3,0,3,1,3,2,1,6
2020,"Colombia",1,24,4,NA,4,4,2,4,4,4,4,3,4,97,3,1,4,1,3,4
2020,"Colombia",1,13,3,4,1,3,1,4,3,2,4,1,2,10,2,3,3,2,3,5
2020,"Colombia",1,11,3,2,1,4,1,1,4,4,NA,1,4,10,2,4,1,2,1,5
2020,"Colombia",2,13,3,4,3,3,1,3,3,3,4,3,3,3,3,3,2,NA,3,5
2020,"Colombia",1,5,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,2,3,5
2020,"Colombia",2,13,4,3,4,4,1,NA,3,4,4,2,3,1,3,2,3,1,4,3
2020,"Colombia",2,22,2,4,2,3,2,3,2,2,3,1,2,5,1,3,3,2,4,7
2020,"Colombia",2,34,3,3,2,3,1,3,3,3,4,2,NA,5,2,3,2,2,2,5
2020,"Colombia",1,34,4,4,4,4,4,4,4,4,4,4,4,NA,2,3,4,2,4,5
2020,"Colombia",1,34,4,3,1,3,1,4,4,2,4,2,4,5,2,4,4,2,2,5
2020,"Colombia",1,9,2,3,1,2,1,4,3,3,3,1,3,6,2,2,2,2,4,3
2020,"Colombia",2,5,3,3,4,2,1,3,3,4,4,1,2,5,2,1,3,2,3,4
2020,"Colombia",1,34,3,4,3,2,1,3,3,3,3,2,4,4,2,3,4,2,2,7
2020,"Colombia",1,5,4,4,3,4,1,4,4,4,4,3,4,NA,NA,2,3,2,4,5
2020,"Colombia",2,34,3,3,2,3,1,3,3,3,3,2,3,5,3,3,3,2,2,5
2020,"Colombia",1,24,3,4,3,3,2,3,2,3,3,3,2,5,2,2,2,2,1,5
2020,"Colombia",1,34,3,2,1,3,4,4,2,4,4,3,2,5,1,4,3,2,1,7
2020,"Colombia",1,34,3,3,4,3,3,4,4,3,3,2,4,3,3,2,3,2,4,5
2020,"Colombia",1,24,3,3,2,3,1,4,4,4,3,2,4,5,3,2,4,1,4,4
2020,"Colombia",2,24,5,4,4,4,2,4,4,4,4,4,4,5,3,3,3,2,4,7
2020,"Colombia",2,24,3,3,2,3,1,2,2,3,3,2,2,4,3,3,3,2,2,5
2020,"Colombia",2,9,3,3,4,3,1,4,4,4,3,4,3,10,3,3,3,1,4,3
2020,"Colombia",2,13,2,2,2,2,2,2,2,2,2,2,2,6,2,3,3,1,4,4
2020,"Colombia",1,5,4,2,1,2,1,3,4,2,4,2,4,0,1,4,3,1,2,4
2020,"Colombia",2,9,3,1,2,3,2,NA,3,2,NA,2,2,10,1,3,2,2,4,5
2020,"Colombia",1,9,3,3,2,2,1,4,4,4,4,4,4,4,3,2,1,2,3,5
2020,"Colombia",2,5,3,3,2,2,2,3,2,2,3,2,2,5,2,3,2,1,3,4
2020,"Colombia",2,24,3,3,3,3,2,3,3,3,4,3,4,5,2,3,3,2,2,7
2020,"Colombia",1,9,5,3,3,4,2,4,4,4,4,4,4,5,1,4,4,2,3,7
2020,"Colombia",2,11,3,3,1,4,3,3,3,2,2,1,3,7,1,3,2,1,1,7
2020,"Colombia",2,5,5,3,4,3,2,3,4,3,4,2,4,5,3,2,3,2,4,5
2020,"Colombia",1,35,4,4,4,4,4,4,4,4,4,4,4,5,NA,2,3,2,4,5
2020,"Colombia",2,96,3,3,3,3,4,4,4,4,4,3,4,5,2,3,4,2,1,7
2020,"Colombia",1,34,3,3,2,3,1,3,2,2,2,2,2,5,1,2,3,2,1,7
2020,"Colombia",2,34,3,3,1,4,1,4,4,4,4,4,2,10,3,4,4,NA,4,7
2020,"Colombia",2,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,5
2020,"Colombia",1,96,4,1,1,3,2,2,2,3,3,2,2,7,1,4,3,2,3,7
2020,"Colombia",1,23,5,2,2,4,NA,4,3,3,4,4,3,10,3,3,NA,NA,4,5
2020,"Colombia",1,5,3,3,3,3,2,3,3,2,3,2,3,3,1,4,3,2,2,5
2020,"Colombia",1,24,3,4,1,1,NA,2,2,4,4,4,1,5,NA,3,3,1,3,3
2020,"Colombia",2,34,3,4,3,3,3,3,4,3,3,2,3,5,2,2,4,2,2,5
2020,"Colombia",1,5,2,4,1,3,1,3,2,3,1,1,2,0,1,3,3,2,1,7
2020,"Colombia",2,34,4,4,3,3,4,4,3,3,4,3,3,5,1,3,3,2,3,5
2020,"Colombia",2,5,3,4,3,3,1,3,4,4,4,2,3,6,1,4,4,2,2,7
2020,"Colombia",2,5,4,3,3,3,3,4,2,4,4,4,2,6,2,3,4,2,4,5
2020,"Colombia",2,34,3,4,3,3,3,NA,NA,NA,4,3,NA,4,NA,NA,NA,2,3,7
2020,"Colombia",1,96,3,2,2,2,2,3,3,1,3,3,4,4,2,3,4,NA,2,7
2020,"Colombia",2,3,3,3,1,1,1,2,3,2,2,2,3,4,2,3,3,1,3,7
2020,"Colombia",2,5,3,3,2,2,2,3,2,2,3,2,3,5,2,3,3,2,3,6
2020,"Colombia",1,23,5,3,4,4,4,4,4,4,4,4,4,NA,4,4,4,2,4,5
2020,"Colombia",1,3,5,3,2,3,1,2,2,3,4,3,2,5,2,1,2,2,4,2
2020,"Colombia",1,24,4,3,3,3,4,3,3,3,3,2,4,0,3,2,3,2,2,5
2020,"Colombia",2,9,4,NA,4,2,1,3,3,3,4,2,4,NA,NA,NA,2,2,4,1
2020,"Colombia",1,13,4,1,4,4,1,3,4,3,3,3,3,7,2,2,2,2,3,3
2020,"Colombia",2,13,3,4,4,4,1,4,4,4,4,4,4,10,NA,NA,NA,NA,4,3
2020,"Colombia",2,25,3,3,3,4,3,NA,NA,NA,4,3,4,0,2,3,NA,2,4,4
2020,"Colombia",1,4,5,3,3,3,4,4,3,4,3,3,3,0,1,3,3,2,1,6
2020,"Colombia",2,34,4,2,1,2,3,4,4,3,4,3,3,9,2,2,2,NA,4,5
2020,"Colombia",1,9,3,3,2,2,2,3,2,2,3,2,2,1,3,2,2,2,3,5
2020,"Colombia",1,24,5,3,1,3,3,3,3,3,3,3,2,3,NA,3,2,1,4,3
2020,"Colombia",1,42,5,3,2,2,1,2,3,2,4,1,4,4,2,3,3,2,4,5
2020,"Colombia",2,34,2,2,3,3,3,3,3,3,3,3,3,5,3,2,2,1,4,7
2020,"Colombia",1,34,3,1,3,3,4,3,4,3,4,3,4,6,3,3,3,2,3,5
2020,"Colombia",2,25,2,1,4,2,1,1,1,3,3,4,1,2,3,2,3,1,4,3
2020,"Colombia",1,34,3,3,2,3,3,3,3,3,3,2,4,5,2,2,4,2,3,7
2020,"Colombia",2,45,3,3,4,1,4,4,1,4,4,4,1,10,3,2,2,2,4,4
2020,"Colombia",1,34,3,2,1,1,2,3,3,3,3,3,1,10,1,3,3,1,1,5
2020,"Colombia",2,3,3,3,4,3,1,3,4,2,4,2,3,3,2,3,2,2,3,5
2020,"Colombia",2,NA,2,3,3,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5
2020,"Colombia",1,34,5,4,4,4,4,3,4,4,3,4,4,0,3,4,4,2,1,7
2020,"Colombia",2,4,3,3,1,1,1,3,3,3,3,3,3,5,2,2,3,2,3,7
2020,"Colombia",2,34,3,2,1,1,3,2,2,3,3,4,1,10,2,2,2,1,3,7
2020,"Colombia",2,9,4,3,2,2,1,3,4,4,4,2,3,7,1,1,2,2,4,6
2020,"Colombia",1,35,1,NA,1,2,2,2,4,4,4,4,4,5,2,2,NA,NA,3,7
2020,"Colombia",2,34,3,3,3,3,3,3,4,2,3,3,4,0,1,2,4,2,2,5
2020,"Colombia",1,35,5,3,3,3,3,4,4,4,4,4,4,97,3,3,4,2,4,5
2020,"Colombia",2,13,3,2,1,1,1,3,3,3,3,2,2,NA,1,3,3,NA,4,7
2020,"Colombia",1,NA,3,4,2,2,1,2,2,2,2,1,4,7,3,2,3,2,4,7
2020,"Colombia",1,5,3,NA,4,4,3,4,4,4,4,4,4,5,3,3,4,2,3,3
2020,"Colombia",1,NA,3,3,3,3,1,2,2,3,2,2,2,NA,NA,NA,NA,2,4,3
2020,"Colombia",2,13,3,NA,4,4,3,NA,3,3,4,4,4,NA,NA,NA,NA,2,3,5
2020,"Colombia",2,23,2,4,4,2,1,3,2,4,3,3,1,7,1,2,2,2,1,5
2020,"Colombia",2,25,3,4,4,3,1,3,3,3,3,1,2,5,2,4,2,2,2,5
2020,"Colombia",1,35,3,4,3,3,3,4,2,3,4,3,4,4,1,2,3,2,3,3
2020,"Colombia",2,97,2,1,3,3,4,3,4,4,3,3,4,5,3,2,3,1,1,1
2020,"Colombia",1,9,4,4,3,1,1,3,4,4,4,3,4,7,3,3,3,2,3,4
2020,"Colombia",2,45,3,3,2,1,1,2,2,2,2,3,2,10,1,2,2,2,3,4
2020,"Colombia",2,13,3,3,3,3,2,3,3,NA,3,3,2,4,3,2,3,2,2,4
2020,"Colombia",1,24,2,1,4,4,1,4,4,4,4,4,4,7,2,2,3,2,4,7
2020,"Colombia",1,45,1,4,1,3,1,1,3,4,4,3,1,8,1,4,2,1,4,3
2020,"Colombia",1,3,4,3,1,3,1,4,4,3,4,4,4,2,2,2,2,1,4,2
2020,"Colombia",2,NA,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,1,3,5
2020,"Colombia",1,34,4,3,2,3,1,4,3,3,3,2,3,5,3,3,4,2,2,5
2020,"Colombia",2,5,4,3,3,3,3,3,3,3,3,3,3,5,2,3,3,2,3,7
2020,"Colombia",2,5,4,4,3,4,2,4,4,4,4,2,4,6,3,2,4,2,4,7
2020,"Colombia",2,9,3,3,4,3,3,3,3,4,4,3,3,0,4,4,4,2,4,5
2020,"Colombia",2,10,4,4,3,3,1,1,1,3,3,3,3,7,2,2,1,2,3,2
2020,"Colombia",1,35,5,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,5
2020,"Colombia",1,34,4,4,1,2,2,4,4,3,4,3,4,7,3,3,4,2,1,5
2020,"Colombia",1,35,4,4,2,2,1,4,4,2,2,3,4,1,3,3,3,1,1,5
2020,"Colombia",2,13,4,3,1,3,1,3,3,4,4,2,2,10,2,1,1,2,3,4
2020,"Colombia",2,9,3,3,3,3,1,3,2,3,3,3,1,10,2,1,2,2,4,7
2020,"Colombia",2,13,3,NA,NA,3,1,NA,NA,NA,NA,1,1,10,2,NA,1,NA,3,5
2020,"Colombia",1,34,3,3,2,3,1,3,3,3,3,3,3,4,2,2,2,1,3,3
2020,"Colombia",1,25,3,4,2,2,2,3,4,2,4,2,3,5,3,3,2,2,3,5
2020,"Colombia",2,5,4,3,3,3,1,3,2,3,3,2,2,5,2,3,2,2,3,5
2020,"Colombia",1,4,3,3,1,1,1,2,2,2,3,2,2,4,2,2,3,1,2,7
2020,"Colombia",2,13,3,4,3,2,1,4,3,3,2,3,4,5,3,2,3,2,2,5
2020,"Colombia",1,9,4,4,3,3,2,4,4,3,3,4,4,1,2,3,4,2,2,5
2020,"Colombia",2,9,3,2,1,3,1,4,2,3,3,3,1,8,1,4,3,2,3,3
2020,"Colombia",1,9,3,2,1,2,1,2,1,2,3,3,1,4,1,3,3,2,2,7
2020,"Colombia",2,9,3,4,4,4,2,3,4,4,4,3,2,4,3,4,3,2,4,5
2020,"Colombia",2,34,3,4,2,3,4,3,2,3,3,1,1,5,2,4,4,2,1,7
2020,"Colombia",1,34,5,4,3,3,3,4,4,4,4,4,4,0,2,2,3,2,1,5
2020,"Colombia",2,13,4,4,1,1,1,3,3,3,3,1,1,10,1,3,1,2,4,3
2020,"Colombia",1,35,4,4,2,3,2,4,4,3,4,3,4,5,3,4,4,2,3,5
2020,"Colombia",2,13,2,NA,2,3,2,2,2,2,3,2,2,5,2,2,3,2,3,7
