"Año","Pais","SEXO","problema","situ_eco","satisfaccion","confianza_ffa","confianza_polis","confianza_iglesia","confianza_congreso","confianza_gob","confianza_pj","confianza_partidos","confianza_orga_elector","confianza_presi","izq_der","democracia_mejor","autoritario_problemas","control_medios","gob_militar","interes","Educacion"
2023,"Ecuador",1,26,3,3,4,4,3,2,4,2,3,2,3,97,3,1,2,2,3,3
2023,"Ecuador",2,26,5,3,3,3,1,3,3,3,3,3,3,3,3,2,3,2,3,5
2023,"Ecuador",2,26,3,3,3,3,2,3,2,3,2,2,3,5,2,2,3,1,3,5
2023,"Ecuador",1,26,3,4,3,4,1,4,3,4,4,4,3,5,4,4,1,2,3,5
2023,"Ecuador",1,26,3,2,1,4,2,3,3,3,3,3,3,7,2,2,3,1,3,5
2023,"Ecuador",2,26,5,3,3,3,4,4,4,4,2,4,4,5,1,2,4,1,3,3
2023,"Ecuador",1,26,5,3,1,1,1,3,4,1,4,2,4,5,4,1,3,1,4,5
2023,"Ecuador",1,9,4,3,1,3,1,3,4,3,2,2,3,5,2,4,1,2,4,2
2023,"Ecuador",1,26,4,3,1,3,1,4,4,4,4,3,4,4,3,2,4,1,1,7
2023,"Ecuador",1,35,5,4,1,4,3,3,4,4,4,4,4,1,2,2,4,2,4,5
2023,"Ecuador",2,35,5,4,1,4,1,4,4,3,4,4,4,5,3,3,4,2,3,2
2023,"Ecuador",1,36,3,4,3,4,2,4,3,4,3,3,3,5,2,2,3,2,4,6
2023,"Ecuador",1,26,3,4,3,3,3,4,4,4,4,4,4,0,2,2,2,2,3,5
2023,"Ecuador",2,26,4,4,4,4,2,4,4,4,4,4,4,1,3,3,2,1,2,4
2023,"Ecuador",2,26,3,3,3,2,2,3,4,4,4,3,4,5,2,2,3,1,2,5
2023,"Ecuador",1,26,4,4,3,3,2,3,3,3,3,3,3,9,1,2,2,2,4,5
2023,"Ecuador",2,26,3,3,2,4,2,4,4,4,4,4,4,1,3,2,3,1,2,4
2023,"Ecuador",1,26,3,3,3,4,2,4,4,4,4,4,4,5,2,3,3,1,2,5
2023,"Ecuador",1,26,3,3,3,1,1,3,3,3,3,3,3,6,3,2,2,1,2,5
2023,"Ecuador",2,26,5,4,4,4,3,4,4,4,4,4,4,0,3,2,3,1,4,5
2023,"Ecuador",1,5,1,4,3,3,3,3,3,3,3,3,3,4,2,2,2,1,4,5
2023,"Ecuador",1,26,2,4,1,1,1,4,4,4,4,4,4,97,2,4,1,1,4,3
2023,"Ecuador",1,35,4,3,2,3,3,4,3,4,4,3,4,0,2,2,3,1,2,5
2023,"Ecuador",1,26,4,4,1,1,1,4,4,4,4,4,4,97,3,3,3,2,4,3
2023,"Ecuador",2,9,5,4,2,2,3,4,4,3,4,4,3,5,3,3,2,1,4,5
2023,"Ecuador",1,9,4,3,3,2,4,4,4,NA,3,4,4,NA,3,2,3,2,4,5
2023,"Ecuador",1,5,4,4,1,2,1,4,4,4,4,4,4,8,2,3,3,2,4,5
2023,"Ecuador",2,9,5,4,1,1,1,4,4,4,4,4,4,6,2,2,3,2,4,3
2023,"Ecuador",2,26,5,4,3,3,4,4,4,4,4,4,4,5,2,2,3,1,4,5
2023,"Ecuador",1,9,3,2,1,1,2,2,2,1,2,2,2,5,2,2,4,1,2,6
2023,"Ecuador",1,26,3,2,1,1,2,2,3,2,2,2,3,10,3,2,3,1,3,6
2023,"Ecuador",1,26,3,4,1,2,1,4,2,2,3,1,4,NA,2,1,2,1,2,4
2023,"Ecuador",1,5,3,1,1,3,1,3,4,1,2,3,3,4,1,1,1,1,3,5
2023,"Ecuador",2,26,3,4,3,4,3,4,4,4,4,4,4,9,3,2,3,2,4,3
2023,"Ecuador",1,36,3,1,1,1,1,1,1,1,1,1,1,10,2,2,2,1,1,4
2023,"Ecuador",2,27,2,1,1,3,1,1,1,1,1,1,1,5,3,2,2,1,3,2
2023,"Ecuador",2,5,2,4,1,2,3,4,4,3,3,4,4,97,2,3,2,1,3,3
2023,"Ecuador",2,26,3,4,1,3,2,3,3,3,2,3,3,0,2,3,2,1,3,5
2023,"Ecuador",2,26,4,4,4,4,4,4,4,4,4,4,4,97,3,2,3,2,3,4
2023,"Ecuador",1,26,4,4,3,3,3,3,3,3,3,4,4,5,4,3,3,1,3,4
2023,"Ecuador",1,26,3,3,4,4,3,4,4,4,4,4,4,97,2,2,2,1,1,7
2023,"Ecuador",1,5,4,4,4,4,2,4,4,4,4,4,4,97,4,4,4,1,4,5
2023,"Ecuador",1,16,3,2,1,1,1,2,3,3,4,4,1,5,2,3,2,1,1,7
2023,"Ecuador",1,26,4,4,2,3,2,3,4,3,3,4,4,4,3,4,4,2,3,5
2023,"Ecuador",1,26,1,4,4,3,1,2,4,3,2,3,3,0,2,3,2,1,2,5
2023,"Ecuador",2,26,4,3,3,3,3,3,3,3,3,3,3,5,3,3,4,1,4,4
2023,"Ecuador",2,9,5,4,4,4,1,3,4,2,4,3,4,10,3,4,3,2,3,5
2023,"Ecuador",1,9,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,2,3,4
2023,"Ecuador",1,26,3,4,3,3,1,2,3,3,2,3,4,5,3,3,4,1,4,5
2023,"Ecuador",2,26,3,3,2,3,4,4,4,4,4,4,4,2,4,2,4,2,4,6
2023,"Ecuador",2,26,5,3,3,3,1,3,4,4,NA,NA,4,0,3,2,3,2,4,5
2023,"Ecuador",2,26,5,4,3,3,1,3,4,3,4,3,4,4,4,1,4,1,3,5
2023,"Ecuador",2,26,4,3,1,3,1,3,4,4,4,4,4,5,3,3,3,2,4,5
2023,"Ecuador",2,26,5,4,2,4,2,3,3,4,4,4,4,5,3,3,4,1,4,5
2023,"Ecuador",2,26,4,4,3,3,1,4,3,4,4,3,3,5,1,3,3,1,4,5
2023,"Ecuador",2,26,5,4,1,4,1,1,4,4,4,4,4,7,3,4,4,1,4,5
2023,"Ecuador",2,26,5,4,3,4,1,4,4,4,4,3,4,10,3,3,3,NA,4,7
2023,"Ecuador",2,26,5,4,1,4,3,3,4,4,4,4,4,2,3,4,4,1,4,7
2023,"Ecuador",2,26,5,4,1,3,3,4,3,3,4,3,4,0,3,3,4,1,4,7
2023,"Ecuador",2,26,4,3,1,3,1,3,4,3,4,3,2,5,2,3,4,NA,4,7
2023,"Ecuador",2,26,5,3,2,2,1,4,4,3,4,3,4,6,2,3,4,1,3,7
2023,"Ecuador",2,26,4,4,2,3,1,4,4,3,3,2,2,8,2,4,4,1,4,6
2023,"Ecuador",2,26,5,4,2,2,1,NA,2,NA,NA,3,2,5,NA,3,4,1,4,6
2023,"Ecuador",2,26,5,4,3,4,1,2,2,4,4,NA,NA,3,2,3,3,2,4,3
2023,"Ecuador",2,26,5,4,2,2,2,4,2,4,4,4,4,4,3,3,4,2,4,6
2023,"Ecuador",2,26,3,4,3,4,1,2,2,4,4,3,3,5,3,3,3,NA,4,7
2023,"Ecuador",2,26,3,3,1,4,1,NA,3,3,4,4,4,5,2,3,4,NA,4,5
2023,"Ecuador",2,26,5,4,2,4,1,4,3,NA,4,3,3,5,NA,3,3,NA,4,5
2023,"Ecuador",2,26,5,4,3,4,1,3,3,4,4,3,2,7,2,3,4,1,4,7
2023,"Ecuador",1,31,3,3,3,4,3,3,3,3,3,3,4,5,3,3,3,2,3,5
2023,"Ecuador",2,26,3,4,1,1,2,4,1,3,4,3,1,5,2,2,2,1,3,3
2023,"Ecuador",2,26,3,3,3,3,2,3,3,3,3,3,3,6,1,4,1,2,3,4
2023,"Ecuador",1,26,3,NA,2,3,1,2,2,3,3,NA,2,97,2,NA,2,1,3,3
2023,"Ecuador",1,9,5,4,4,3,2,4,4,4,3,3,4,7,4,3,3,2,1,6
2023,"Ecuador",1,26,3,4,1,4,1,4,2,4,4,4,3,5,4,3,3,2,4,7
2023,"Ecuador",1,26,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,1,4,6
2023,"Ecuador",1,36,4,4,4,4,2,4,3,4,4,4,4,10,3,3,3,2,4,5
2023,"Ecuador",1,36,3,3,2,3,3,4,4,4,4,4,4,10,3,3,3,2,3,5
2023,"Ecuador",1,96,3,1,4,3,3,3,2,1,2,3,3,5,3,3,1,2,4,3
2023,"Ecuador",1,26,4,3,4,4,2,3,4,4,3,4,4,4,4,3,3,2,3,6
2023,"Ecuador",1,26,4,3,3,3,2,3,4,3,3,3,3,5,2,2,3,2,2,3
2023,"Ecuador",1,26,3,3,2,3,2,4,3,3,2,3,2,7,4,2,4,1,2,5
2023,"Ecuador",1,26,2,1,1,1,1,3,1,NA,3,2,1,5,1,3,2,1,3,7
2023,"Ecuador",1,26,3,4,4,4,3,4,4,4,4,4,4,7,4,2,2,1,3,5
2023,"Ecuador",1,26,3,4,4,4,1,4,4,4,4,4,4,97,2,3,3,2,4,5
2023,"Ecuador",1,26,3,3,2,3,1,3,3,4,4,4,4,3,2,3,3,1,4,5
2023,"Ecuador",1,26,3,3,1,2,1,3,1,3,2,2,4,1,2,3,2,2,4,5
2023,"Ecuador",1,5,3,1,1,3,2,3,4,4,3,3,4,5,2,2,2,1,4,5
2023,"Ecuador",1,26,2,3,3,3,3,4,3,3,3,3,3,6,3,3,3,1,4,5
2023,"Ecuador",2,26,5,3,3,2,1,3,4,4,4,4,4,97,2,2,2,1,4,6
2023,"Ecuador",1,9,4,4,1,1,1,3,3,3,3,3,3,97,3,3,3,2,4,7
2023,"Ecuador",1,26,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,NA,3,6
2023,"Ecuador",1,26,1,2,1,1,1,2,2,1,2,3,2,7,2,2,2,1,2,5
2023,"Ecuador",1,26,4,4,3,3,1,3,3,3,3,3,3,5,2,4,3,1,4,5
2023,"Ecuador",1,26,2,2,4,4,2,4,4,4,4,4,4,5,4,1,3,2,4,5
2023,"Ecuador",2,26,5,4,2,4,4,4,4,4,4,4,4,97,3,4,4,1,4,7
2023,"Ecuador",1,35,2,2,1,4,3,2,2,2,3,2,3,5,2,2,2,2,3,7
2023,"Ecuador",1,26,5,4,3,4,1,4,3,4,4,3,4,4,3,2,3,1,4,7
2023,"Ecuador",1,26,5,4,2,4,2,4,3,4,4,4,4,2,NA,2,3,1,4,7
2023,"Ecuador",1,26,5,4,3,3,3,3,3,3,4,2,4,7,3,4,3,1,4,6
2023,"Ecuador",1,35,5,4,2,2,1,4,3,4,4,4,4,97,3,4,4,1,4,7
2023,"Ecuador",1,26,3,4,2,3,1,4,4,4,4,4,4,97,2,2,2,1,3,2
2023,"Ecuador",2,35,5,4,2,4,4,4,4,4,4,4,4,97,3,4,4,1,3,7
2023,"Ecuador",1,9,3,3,2,3,2,3,3,3,3,3,3,7,2,3,3,1,2,5
2023,"Ecuador",2,9,3,3,3,3,3,3,3,4,4,3,4,NA,3,2,3,2,2,5
2023,"Ecuador",2,26,3,3,3,4,2,4,4,4,4,3,4,NA,3,2,4,2,2,5
2023,"Ecuador",2,26,3,4,1,3,1,3,3,3,3,3,3,6,4,3,2,1,3,5
2023,"Ecuador",2,NA,5,4,3,3,1,3,4,4,4,4,4,6,2,2,4,1,3,7
2023,"Ecuador",2,26,2,4,1,1,1,3,3,3,3,3,4,NA,2,2,3,1,1,6
2023,"Ecuador",2,26,3,2,3,3,4,4,4,3,4,4,3,5,1,3,3,2,3,7
2023,"Ecuador",2,26,3,4,3,3,2,3,2,3,3,4,4,6,3,3,3,2,3,6
2023,"Ecuador",2,26,4,4,1,3,3,3,3,3,3,3,3,NA,2,2,2,1,4,7
2023,"Ecuador",1,26,3,1,2,2,4,2,2,4,2,2,2,5,1,3,2,2,1,7
2023,"Ecuador",2,36,3,3,1,2,1,3,3,3,4,3,3,NA,3,1,3,2,4,7
2023,"Ecuador",2,26,4,3,3,3,3,3,4,4,4,4,4,8,3,3,2,2,4,7
2023,"Ecuador",2,26,5,3,3,3,3,4,4,4,4,4,4,5,3,3,2,2,4,7
2023,"Ecuador",2,14,5,4,4,4,2,4,4,4,4,4,4,0,3,2,4,2,3,5
2023,"Ecuador",2,36,4,3,1,2,3,4,4,4,4,4,2,5,2,2,3,2,3,4
2023,"Ecuador",1,26,3,3,3,3,1,3,3,3,3,3,4,2,2,3,3,1,1,7
2023,"Ecuador",1,26,1,1,2,1,1,2,2,3,4,4,4,8,3,2,2,2,4,5
2023,"Ecuador",1,9,3,3,2,4,3,4,4,4,4,4,4,10,2,2,3,2,3,7
2023,"Ecuador",1,4,4,3,3,3,3,3,4,4,3,3,4,3,3,2,2,1,2,7
2023,"Ecuador",1,26,5,4,3,4,1,4,4,3,4,4,4,5,3,2,2,1,4,3
2023,"Ecuador",1,26,4,3,1,3,3,4,4,3,4,4,4,4,3,3,3,2,4,6
2023,"Ecuador",1,26,3,3,4,1,1,1,4,4,1,4,1,97,1,1,2,1,3,1
2023,"Ecuador",2,26,4,4,1,2,1,3,4,3,4,4,4,10,4,3,2,2,4,5
2023,"Ecuador",1,26,4,4,1,2,1,3,4,3,4,3,4,8,4,2,3,1,2,7
2023,"Ecuador",1,9,4,3,1,2,3,4,4,3,4,4,4,0,3,3,2,2,3,6
2023,"Ecuador",1,14,3,3,1,3,4,4,3,3,4,4,2,2,3,2,2,1,3,6
2023,"Ecuador",2,9,4,4,4,4,4,4,4,4,4,4,4,5,3,4,3,1,4,6
2023,"Ecuador",2,26,3,3,1,1,1,4,3,4,4,3,3,97,2,2,3,1,1,7
2023,"Ecuador",2,26,3,3,3,3,1,3,4,3,4,3,3,7,2,2,3,2,3,1
2023,"Ecuador",2,26,4,4,2,4,4,4,4,4,4,4,4,5,2,3,3,1,4,2
2023,"Ecuador",2,26,3,4,1,2,3,4,4,4,4,4,4,NA,3,4,4,NA,4,7
2023,"Ecuador",2,26,3,3,3,3,1,3,3,4,4,3,3,6,2,2,3,NA,4,6
2023,"Ecuador",2,26,3,4,1,2,2,4,4,4,4,4,4,10,3,4,4,NA,4,7
2023,"Ecuador",2,26,4,4,2,3,3,4,4,4,4,4,3,10,3,2,4,NA,4,7
2023,"Ecuador",2,26,5,1,3,4,1,4,4,3,4,3,3,3,2,3,4,1,4,7
2023,"Ecuador",2,5,5,4,2,2,2,4,4,4,4,4,4,97,3,4,4,1,4,7
2023,"Ecuador",2,26,5,4,3,3,2,4,3,3,4,4,3,NA,3,3,4,NA,4,7
2023,"Ecuador",2,26,4,4,3,3,1,3,3,3,4,3,3,6,1,2,3,1,4,7
2023,"Ecuador",2,26,4,4,3,3,1,4,4,4,4,3,3,8,1,1,3,1,4,7
2023,"Ecuador",2,26,3,4,1,2,2,4,4,4,4,4,4,5,3,4,4,1,4,7
2023,"Ecuador",2,26,4,4,2,2,3,3,4,4,4,4,4,7,3,3,4,1,4,7
2023,"Ecuador",2,26,4,4,4,4,1,4,4,4,4,4,4,10,1,3,4,2,3,7
2023,"Ecuador",2,26,5,4,4,4,1,3,4,4,4,3,3,2,1,2,3,1,4,7
2023,"Ecuador",2,26,4,3,1,2,4,4,3,2,4,2,4,7,2,1,3,1,2,6
2023,"Ecuador",1,26,3,3,2,2,1,2,3,3,3,3,4,10,2,1,3,1,2,7
2023,"Ecuador",2,26,5,4,4,3,1,3,3,3,4,4,3,6,2,3,3,1,3,7
2023,"Ecuador",2,26,5,4,3,3,1,4,3,3,4,4,3,NA,2,2,3,1,4,7
2023,"Ecuador",2,26,5,4,2,3,1,4,3,3,4,3,3,7,2,3,3,NA,4,7
2023,"Ecuador",1,26,3,NA,2,2,2,2,3,3,3,2,4,4,2,1,3,NA,4,7
2023,"Ecuador",2,26,5,4,2,3,3,4,4,4,4,4,4,0,4,3,4,1,4,7
2023,"Ecuador",2,26,5,4,3,3,1,3,3,4,4,3,3,10,1,3,3,1,4,7
2023,"Ecuador",2,26,5,4,2,2,3,4,4,4,4,4,4,7,3,2,4,1,4,7
2023,"Ecuador",2,26,5,4,3,3,1,3,4,4,4,3,3,1,2,2,3,1,4,7
2023,"Ecuador",1,26,4,3,4,4,1,4,4,4,4,4,4,8,1,3,3,2,4,7
2023,"Ecuador",2,26,5,4,2,3,2,4,4,4,4,4,4,2,3,3,4,1,4,7
2023,"Ecuador",1,26,3,4,2,2,2,4,4,4,4,2,4,4,2,2,2,1,4,5
2023,"Ecuador",2,26,5,4,3,4,1,3,3,4,4,3,3,0,2,2,3,1,4,7
2023,"Ecuador",2,26,4,4,1,2,2,4,4,4,4,4,4,3,3,3,3,1,4,7
2023,"Ecuador",2,26,5,4,1,4,1,4,4,4,4,4,4,3,3,4,4,1,4,7
2023,"Ecuador",2,26,5,4,1,4,1,4,4,4,4,4,4,1,2,4,4,NA,4,7
2023,"Ecuador",2,26,5,4,3,3,1,3,3,4,4,3,3,5,3,2,3,NA,4,5
2023,"Ecuador",2,26,5,4,1,2,1,4,4,4,4,4,4,6,3,4,4,NA,4,7
2023,"Ecuador",1,5,3,4,1,4,4,4,4,4,4,2,4,8,4,2,4,2,4,4
2023,"Ecuador",1,27,4,1,2,2,3,3,3,2,3,2,3,1,3,2,2,1,4,5
2023,"Ecuador",1,9,3,1,3,4,1,3,2,3,3,3,3,97,1,2,2,1,3,4
2023,"Ecuador",1,26,5,3,1,4,4,4,4,4,4,4,4,5,4,4,4,1,1,7
2023,"Ecuador",1,26,3,3,3,3,3,3,3,3,3,3,4,4,3,2,3,2,4,4
2023,"Ecuador",1,26,3,4,2,2,4,4,4,4,4,4,4,5,2,2,2,1,4,5
2023,"Ecuador",1,26,3,4,2,2,3,4,4,4,4,4,4,7,2,2,3,1,3,5
2023,"Ecuador",1,26,3,3,2,2,1,3,3,4,4,4,4,0,3,2,3,2,3,5
2023,"Ecuador",2,26,5,4,3,4,1,4,4,4,4,4,4,97,2,2,3,1,4,5
2023,"Ecuador",1,26,4,4,1,3,2,4,4,4,4,4,4,10,1,1,3,1,4,7
2023,"Ecuador",2,26,5,4,1,4,2,4,2,4,4,4,4,8,3,4,4,1,4,7
2023,"Ecuador",1,26,4,4,1,2,2,3,3,4,4,4,4,5,3,3,4,NA,4,7
2023,"Ecuador",2,26,5,4,1,3,2,4,3,4,4,4,4,NA,2,4,4,1,4,7
2023,"Ecuador",2,27,5,4,1,3,3,4,3,4,4,4,4,6,2,4,4,1,4,7
2023,"Ecuador",2,26,5,4,4,4,1,4,4,4,4,4,4,5,3,3,3,1,4,6
2023,"Ecuador",2,26,4,4,4,4,1,4,4,4,4,3,3,3,1,1,2,1,4,7
2023,"Ecuador",1,26,3,4,3,2,3,2,4,1,1,3,3,8,3,2,2,1,2,7
2023,"Ecuador",1,35,3,1,2,3,2,3,4,3,3,3,3,5,2,3,2,1,4,5
2023,"Ecuador",1,35,5,4,2,2,2,3,3,3,3,3,3,3,1,4,4,1,3,6
2023,"Ecuador",1,9,3,3,3,4,4,4,4,3,4,3,3,5,2,2,2,1,3,5
2023,"Ecuador",2,26,4,4,1,1,3,3,3,3,4,4,3,3,3,3,2,1,3,5
2023,"Ecuador",1,5,5,4,3,4,1,4,4,4,3,4,4,5,3,2,4,1,4,5
2023,"Ecuador",1,26,3,3,2,1,4,4,4,4,4,4,4,97,2,3,2,1,4,6
2023,"Ecuador",1,36,3,4,1,3,1,1,3,3,2,3,4,0,3,4,1,1,3,5
2023,"Ecuador",1,26,3,3,3,3,2,4,4,4,4,4,4,0,2,3,3,1,2,5
2023,"Ecuador",2,26,2,1,1,3,1,3,3,3,3,2,3,5,2,2,2,2,1,7
2023,"Ecuador",1,26,3,3,2,2,2,3,3,3,4,4,3,5,3,2,3,1,4,6
2023,"Ecuador",2,26,4,4,2,3,1,4,4,4,4,2,4,6,3,1,1,1,4,6
2023,"Ecuador",1,26,4,3,2,3,2,4,4,4,4,3,4,3,4,4,4,2,4,7
2023,"Ecuador",1,36,3,4,2,2,1,3,3,2,2,3,3,10,3,2,3,2,3,4
2023,"Ecuador",2,26,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,3,NA,4,5
2023,"Ecuador",1,36,5,4,3,3,4,3,4,4,4,4,4,3,2,2,4,1,2,6
2023,"Ecuador",1,26,3,3,4,4,1,4,4,4,4,4,4,0,3,2,3,2,3,5
2023,"Ecuador",2,26,4,4,1,3,3,3,3,3,3,3,3,5,2,2,3,1,4,7
2023,"Ecuador",1,5,4,4,2,3,2,4,2,3,4,3,3,5,2,1,2,1,2,7
2023,"Ecuador",2,26,4,4,2,3,1,4,4,4,4,4,4,5,2,3,3,1,4,7
2023,"Ecuador",2,30,4,2,1,1,1,4,2,4,4,3,1,10,2,1,2,1,2,5
2023,"Ecuador",2,35,4,3,3,3,3,3,4,4,4,4,3,7,3,3,3,2,4,6
2023,"Ecuador",1,26,3,3,2,3,3,3,3,2,4,3,3,7,3,3,3,2,3,7
2023,"Ecuador",2,26,4,4,NA,3,1,4,4,3,4,4,3,3,3,3,2,1,3,4
2023,"Ecuador",2,26,3,4,2,4,2,4,4,4,4,4,4,10,2,2,3,1,4,6
2023,"Ecuador",1,13,3,2,4,2,1,3,4,2,3,3,3,0,4,4,2,1,4,5
2023,"Ecuador",2,26,5,4,3,4,2,4,4,4,4,2,4,7,2,2,2,2,4,7
2023,"Ecuador",2,26,3,4,1,2,2,4,4,4,4,4,4,97,2,1,2,1,4,6
2023,"Ecuador",2,26,5,4,4,4,3,4,4,4,4,4,4,5,3,1,2,1,4,6
2023,"Ecuador",2,26,3,1,1,1,1,4,1,4,4,4,1,5,3,2,1,2,4,6
2023,"Ecuador",1,31,2,2,3,3,3,3,3,3,4,3,3,5,2,3,3,1,2,5
2023,"Ecuador",2,26,4,2,2,3,2,3,3,3,3,3,3,10,2,2,3,1,4,5
2023,"Ecuador",2,26,3,3,2,3,2,4,3,4,4,4,2,0,3,1,2,2,4,6
2023,"Ecuador",2,26,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,2,3,4
2023,"Ecuador",2,26,5,4,3,4,3,4,4,4,4,4,4,3,2,2,3,1,3,6
2023,"Ecuador",2,26,3,4,1,4,3,4,4,4,4,4,4,5,1,1,1,1,4,3
2023,"Ecuador",2,26,4,3,2,3,2,4,2,3,4,4,3,8,3,3,4,2,4,5
2023,"Ecuador",2,26,4,4,3,4,4,3,3,4,4,4,4,NA,2,3,2,2,4,6
2023,"Ecuador",2,26,5,3,2,3,1,4,4,3,3,3,3,2,2,4,3,2,3,6
2023,"Ecuador",2,26,4,3,1,1,2,2,3,3,3,3,3,6,3,3,2,1,2,6
2023,"Ecuador",2,26,3,4,1,2,4,4,4,4,4,4,4,97,3,4,4,1,4,5
2023,"Ecuador",2,26,3,4,2,3,4,4,4,4,4,4,4,7,4,4,4,1,4,5
2023,"Ecuador",2,26,5,4,1,2,4,4,4,4,4,4,4,3,3,3,4,1,4,7
2023,"Ecuador",2,26,5,4,1,2,4,4,4,4,4,4,4,97,4,4,4,1,4,5
2023,"Ecuador",2,26,3,4,1,3,4,4,4,4,4,4,4,NA,3,3,4,1,4,5
2023,"Ecuador",2,26,5,4,1,4,4,4,4,4,4,4,4,5,3,4,4,1,4,5
2023,"Ecuador",2,26,3,3,1,2,4,4,4,4,4,4,4,5,3,4,4,1,4,5
2023,"Ecuador",2,26,4,4,2,2,2,4,4,4,4,4,4,10,2,4,4,1,4,5
2023,"Ecuador",1,26,3,4,1,3,4,4,4,4,4,4,4,8,3,4,4,1,4,7
2023,"Ecuador",2,26,4,4,1,4,1,3,4,4,4,4,4,97,3,3,4,1,4,7
2023,"Ecuador",2,26,5,4,1,3,2,4,4,4,4,4,4,5,3,4,4,1,4,7
2023,"Ecuador",1,26,5,4,1,3,2,4,4,4,4,4,4,NA,4,4,4,1,4,5
2023,"Ecuador",1,9,3,4,1,3,2,3,4,4,4,4,4,7,2,2,4,1,4,5
2023,"Ecuador",1,26,3,4,1,3,2,4,4,4,4,4,4,0,2,2,4,1,4,5
2023,"Ecuador",2,9,3,3,1,2,3,4,4,4,4,4,4,6,2,3,4,1,4,5
2023,"Ecuador",1,26,4,4,1,4,3,4,4,4,4,4,4,NA,4,4,4,1,4,7
2023,"Ecuador",1,31,4,3,4,4,NA,4,4,4,4,4,4,5,3,3,3,1,4,5
2023,"Ecuador",2,26,5,4,2,2,4,4,4,4,4,4,4,4,3,4,4,1,4,7
2023,"Ecuador",1,26,3,4,2,2,4,3,3,3,4,3,4,0,2,3,4,2,2,5
2023,"Ecuador",1,26,4,3,3,4,1,4,4,4,4,4,4,5,3,3,3,2,3,4
2023,"Ecuador",2,26,5,4,4,4,2,4,3,3,3,3,3,0,2,2,2,2,4,6
2023,"Ecuador",1,35,4,4,2,3,3,4,4,4,4,4,4,NA,3,3,3,2,3,7
2023,"Ecuador",2,26,3,4,1,2,4,4,4,4,4,4,4,10,3,1,4,1,4,5
2023,"Ecuador",1,27,4,4,1,2,3,4,3,2,4,3,4,5,3,2,4,1,4,5
2023,"Ecuador",1,96,3,3,1,2,1,4,2,3,3,2,3,97,1,3,1,1,2,5
2023,"Ecuador",1,26,4,3,1,1,3,4,4,4,4,3,4,6,3,2,3,1,3,5
2023,"Ecuador",1,36,5,3,2,3,3,3,3,3,3,3,3,8,2,2,3,1,2,5
2023,"Ecuador",2,26,4,4,1,1,3,3,2,3,4,2,2,4,3,3,2,1,3,5
2023,"Ecuador",1,26,3,3,3,3,2,2,3,3,2,3,4,97,2,2,2,2,3,5
2023,"Ecuador",2,26,3,4,3,3,3,3,3,4,2,3,3,5,2,2,2,2,4,5
2023,"Ecuador",2,26,4,3,2,3,3,3,3,2,2,3,3,97,3,2,2,2,4,5
2023,"Ecuador",1,30,3,3,2,3,1,3,3,3,4,3,4,3,3,2,2,1,3,5
2023,"Ecuador",1,26,4,4,1,4,2,4,4,4,4,4,4,5,3,3,4,1,4,5
2023,"Ecuador",1,26,4,3,1,4,2,4,4,4,4,4,4,7,3,3,4,1,4,5
2023,"Ecuador",2,26,5,1,4,4,3,4,3,4,4,4,3,97,4,2,1,1,4,5
2023,"Ecuador",2,26,5,4,4,4,1,4,4,4,4,4,4,3,3,3,2,NA,4,5
2023,"Ecuador",2,26,3,4,4,4,2,4,4,4,4,4,4,2,3,3,3,1,4,3
2023,"Ecuador",2,26,5,4,2,2,2,4,4,4,4,4,4,97,3,2,4,1,4,5
2023,"Ecuador",2,26,4,4,2,3,4,4,4,4,4,4,4,0,3,3,4,1,4,5
2023,"Ecuador",2,26,5,4,1,2,2,4,NA,NA,NA,NA,3,0,2,3,3,NA,4,5
2023,"Ecuador",1,26,5,4,2,4,4,4,4,4,4,4,4,NA,4,2,3,2,1,6
2023,"Ecuador",1,26,3,3,3,4,3,3,2,2,4,1,2,97,1,NA,2,NA,3,3
2023,"Ecuador",2,26,4,4,3,3,3,3,3,3,3,3,4,8,2,2,2,1,4,5
2023,"Ecuador",1,26,2,2,3,3,3,4,3,3,3,3,3,5,3,4,4,2,3,5
2023,"Ecuador",2,4,3,4,3,2,4,3,4,3,4,4,3,6,2,2,3,2,4,5
2023,"Ecuador",2,26,4,4,1,1,2,4,3,3,4,4,4,5,3,3,2,1,3,5
2023,"Ecuador",1,5,5,4,4,2,4,4,4,4,2,4,4,5,4,4,4,2,4,5
2023,"Ecuador",1,26,3,4,3,3,3,4,4,4,4,4,4,5,3,3,3,1,3,6
2023,"Ecuador",1,35,4,3,3,3,2,3,3,3,4,2,4,6,2,2,3,2,4,7
2023,"Ecuador",2,14,2,4,2,2,2,4,4,4,NA,4,3,2,1,4,3,1,4,7
2023,"Ecuador",2,26,3,3,1,2,1,1,2,2,3,2,2,97,1,2,3,2,3,5
2023,"Ecuador",2,30,3,4,4,4,4,4,4,4,4,4,4,NA,4,2,3,1,4,5
2023,"Ecuador",2,26,5,NA,NA,2,1,4,4,4,4,4,4,5,NA,2,NA,1,3,6
2023,"Ecuador",1,27,2,3,3,4,3,4,4,4,4,4,4,2,3,2,3,1,4,4
